"","Gene.stable.ID","Chromosome.scaffold.name","Karyotype.band","HGNC.symbol","chr.arm"
"45898","ENSG00000157554",21,"q22.2","ERG","21q"
"45903","ENSG00000182585",4,"q13.3","EPGN","4q"
"45904","ENSG00000165434",11,"q13.4","PGM2L1","11q"
"45905","ENSG00000188389",2,"q37.3","PDCD1","2q"
"45909","ENSG00000120306",5,"q31.3","CYSTM1","5q"
"45912","ENSG00000115687",2,"q37.3","PASK","2q"
"45913","ENSG00000206172",16,"p13.3","HBA1","16p"
"45916","ENSG00000197921",1,"p36.32","HES5","1p"
"45920","ENSG00000188505",19,"q13.2","NCCRP1","19q"
"45924","ENSG00000213782",12,"p13.1","DDX47","12p"
"45925","ENSG00000175538",11,"q13.4","KCNE3","11q"
"45929","ENSG00000153820",2,"q36.3","SPHKAP","2q"
"45933","ENSG00000238121",13,"q12.3","LINC00426","13q"
"45936","ENSG00000084070",1,"p34.2","SMAP2","1p"
"45939","ENSG00000103510",16,"p11.2","KAT8","16p"
"45942","ENSG00000227942",23,"q12","FRMD8P1","23q"
"45945","ENSG00000183134",11,"q12.2","PTGDR2","11q"
"45949","ENSG00000110104",11,"q12.2","CCDC86","11q"
"45950","ENSG00000143748",1,"q42.11","NVL","1q"
"45951","ENSG00000196224",11,"p15.5","KRTAP5-3","11p"
"45954","ENSG00000241598",11,"p15.5","KRTAP5-4","11p"
"45956","ENSG00000181555",3,"p21.31","SETD2","3p"
"45957","ENSG00000185940",11,"p15.5","KRTAP5-5","11p"
"45960","ENSG00000205866",11,"p15.5","FAM99A","11p"
"45961","ENSG00000115091",2,"q14.1","ACTR3","2q"
"45963","ENSG00000205865",11,"p15.5","FAM99B","11p"
"45965","ENSG00000147050",23,"p11.3","KDM6A","23p"
"45969","ENSG00000205864",11,"p15.5","KRTAP5-6","11p"
"45970","ENSG00000086506",16,"p13.3","HBQ1","16p"
"45975","ENSG00000100387",22,"q13.2","RBX1","22q"
"45976","ENSG00000256223",12,"q24.33","ZNF10","12q"
"45978","ENSG00000160321",19,"p12","ZNF208","19p"
"45979","ENSG00000166192",15,"q23","SENP8","15q"
"45980","ENSG00000185880",15,"q21.1","TRIM69","15q"
"45982","ENSG00000235162",12,"q23.3","C12orf75","12q"
"45988","ENSG00000185621",3,"q29","LMLN","3q"
"45990","ENSG00000175264",11,"p11.2","CHST1","11p"
"45995","ENSG00000173714",17,"q21.33","WFIKKN2","17q"
"46001","ENSG00000145087",3,"q13.33","STXBP5L","3q"
"46005","ENSG00000244242",11,"p15.5","IFITM10","11p"
"46007","ENSG00000106341",7,"p14.3","PPP1R17","7p"
"46010","ENSG00000178878",12,"p13.1","APOLD1","12p"
"46013","ENSG00000235944",7,"p22.1","ZNF815P","7p"
"46015","ENSG00000198830",1,"p36.11","HMGN2","1p"
"46018","ENSG00000141232",17,"q21.33","TOB1","17q"
"46021","ENSG00000095066",19,"p13.13","HOOK2","19p"
"46027","ENSG00000229980",17,"q21.33","TOB1-AS1","17q"
"46033","ENSG00000065613",10,"q24.33","SLK","10q"
"46035","ENSG00000074590",12,"q23.3","NUAK1","12q"
"46040","ENSG00000178307",17,"p11.2","TMEM11","17p"
"46043","ENSG00000117984",11,"p15.5","CTSD","11p"
"46048","ENSG00000177519",2,"q23.3","RPRM","2q"
"46053","ENSG00000169218",1,"p34.3","RSPO1","1p"
"46054","ENSG00000067191",17,"q12","CACNB1","17q"
"46057","ENSG00000115919",2,"q22.2","KYNU","2q"
"46058","ENSG00000134668",1,"p35.2","SPOCD1","1p"
"46063","ENSG00000181830",11,"p11.2","SLC35C1","11p"
"46066","ENSG00000211584",12,"q13.11","SLC48A1","12q"
"46069","ENSG00000147065",23,"q12","MSN","23q"
"46071","ENSG00000197134",19,"p12","ZNF257","19p"
"46073","ENSG00000072422",10,"q21.2","RHOBTB1","10q"
"46074","ENSG00000137674",11,"q22.2","MMP20","11q"
"46075","ENSG00000166046",12,"q23.3","TCP11L2","12q"
"46082","ENSG00000070759",1,"p34.1","TESK2","1p"
"46083","ENSG00000061273",12,"q13.11","HDAC7","12q"
"46089","ENSG00000153823",2,"q36.3","PID1","2q"
"46090","ENSG00000154997",7,"p11.2","SEPT14","7p"
"46098","ENSG00000137094",9,"p13.3","DNAJB5","9p"
"46101","ENSG00000158258",3,"q23","CLSTN2","3q"
"46107","ENSG00000008282",7,"q22.3","SYPL1","7q"
"46110","ENSG00000113070",5,"q31.3","HBEGF","5q"
"46113","ENSG00000171804",19,"q13.13","WDR87","19q"
"46117","ENSG00000104221",8,"p11.23","BRF2","8p"
"46119","ENSG00000160803",1,"q22","UBQLN4","1q"
"46121","ENSG00000159217",17,"q21.32","IGF2BP1","17q"
"46126","ENSG00000100578",14,"q23.1","KIAA0586","14q"
"46129","ENSG00000165861",14,"q24.2","ZFYVE1","14q"
"46134","ENSG00000196109",19,"p12","ZNF676","19p"
"46135","ENSG00000136026",12,"q23.3","CKAP4","12q"
"46139","ENSG00000116586",1,"q22","LAMTOR2","1q"
"46142","ENSG00000158882",1,"q23.3","TOMM40L","1q"
"46146","ENSG00000116922",1,"p34.3","C1orf109","1p"
"46148","ENSG00000187957",2,"q36.3","DNER","2q"
"46173","ENSG00000005421",7,"q21.3","PON1","7q"
"46174","ENSG00000176018",5,"q14.3","LYSMD3","5q"
"46176","ENSG00000237330",1,"p36.33","RNF223","1p"
"46184","ENSG00000132698",1,"q22","RAB25","1q"
"46195","ENSG00000105613",19,"p13.13","MAST1","19p"
"46198","ENSG00000240403",19,"q13.42","KIR3DL2","19q"
"46199","ENSG00000148154",9,"q31.3","UGCG","9q"
"46203","ENSG00000145850",5,"q33.3","TIMD4","5q"
"46205","ENSG00000197487",19,"q13.43","GALP","19q"
"46207","ENSG00000159377",1,"q21.3","PSMB4","1q"
"46208","ENSG00000169756",2,"q12.3","LIMS1","2q"
"46210","ENSG00000171189",21,"q21.3","GRIK1","21q"
"46212","ENSG00000254726",1,"q22","MEX3A","1q"
"46219","ENSG00000112115",6,"p12.2","IL17A","6p"
"46220","ENSG00000061455",5,"q23.2","PRDM6","5q"
"46222","ENSG00000163655",3,"q25.31","GMPS","3q"
"46223","ENSG00000197213",19,"q13.43","ZSCAN5B","19q"
"46225","ENSG00000143257",1,"q23.3","NR1I3","1q"
"46226","ENSG00000033030",12,"q24.31","ZCCHC8","12q"
"46238","ENSG00000129596",5,"q22.3","CDO1","5q"
"46242","ENSG00000112116",6,"p12.2","IL17F","6p"
"46244","ENSG00000112640",6,"p21.1","PPP2R5D","6p"
"46258","ENSG00000104889",19,"p13.13","RNASEH2A","19p"
"46260","ENSG00000165410",14,"q13.1","CFL2","14q"
"46262","ENSG00000111783",12,"q23.3","RFX4","12q"
"46267","ENSG00000173145",10,"q23.33","NOC3L","10q"
"46271","ENSG00000198951",22,"q13.2","NAGA","22q"
"46275","ENSG00000129347",19,"p13.2","KRI1","19p"
"46278","ENSG00000143771",1,"q42.11","CNIH4","1q"
"46282","ENSG00000186298",12,"q24.11","PPP1CC","12q"
"46285","ENSG00000196350",19,"p12","ZNF729","19p"
"46288","ENSG00000171223",19,"p13.13","JUNB","19p"
"46289","ENSG00000197360",19,"p12","ZNF98","19p"
"46292","ENSG00000211456",3,"p21.31","SACM1L","3p"
"46293","ENSG00000087303",14,"q22.1","NID2","14q"
"46295","ENSG00000167815",19,"p13.13","PRDX2","19p"
"46299","ENSG00000080200",3,"q11.2","CRYBG3","3q"
"46300","ENSG00000149451",20,"p13","ADAM33","20p"
"46302","ENSG00000229676",19,"p12","ZNF492","19p"
"46304","ENSG00000149506",11,"q12.2","ZP1","11q"
"46313","ENSG00000276210",14,"q32.33","LINC00226","14q"
"46323","ENSG00000108465",17,"q21.32","CDK5RAP3","17q"
"46324","ENSG00000121207",4,"q32.1","LRAT","4q"
"46327","ENSG00000072080",2,"q37.1","SPP2","2q"
"46337","ENSG00000132026",19,"p13.13","RTBDN","19p"
"46339","ENSG00000100206",22,"q13.1","DMC1","22q"
"46342","ENSG00000196344",4,"q23","ADH7","4q"
"46343","ENSG00000183066",22,"q13.2","WBP2NL","22q"
"46344","ENSG00000144191",2,"q11.2","CNGA3","2q"
"46348","ENSG00000160789",1,"q22","LMNA","1q"
"46349","ENSG00000215533",21,"q21.3","LINC00189","21q"
"46355","ENSG00000122543",7,"p22.1","OCM","7p"
"46358","ENSG00000071909",2,"q31.1","MYO3B","2q"
"46364","ENSG00000143786",1,"q42.12","CNIH3","1q"
"46365","ENSG00000174680",21,"q21.3","GRIK1-AS1","21q"
"46367","ENSG00000136811",9,"q34.11","ODF2","9q"
"46371","ENSG00000099804",19,"p13.3","CDC34","19p"
"46372","ENSG00000185585",9,"q33.3","OLFML2A","9q"
"46374","ENSG00000158164",23,"q22.1","TMSB15A","23q"
"46375","ENSG00000169302",5,"q32","STK32A","5q"
"46376","ENSG00000140287",15,"q21.2","HDC","15q"
"46377","ENSG00000156273",21,"q21.3","BACH1","21q"
"46380","ENSG00000230530",3,"p21.31","LIMD1-AS1","3p"
"46381","ENSG00000131848",19,"q13.43","ZSCAN5A","19q"
"46383","ENSG00000130734",19,"p13.2","ATG4D","19p"
"46386","ENSG00000151962",4,"q32.1","RBM46","4q"
"46387","ENSG00000154359",8,"p23.1","LONRF1","8p"
"46390","ENSG00000144791",3,"p21.31","LIMD1","3p"
"46391","ENSG00000163217",2,"p13.3","BMP10","2p"
"46396","ENSG00000013503",12,"q23.3","POLR3B","12q"
"46399","ENSG00000173093",12,"q24.11","CCDC63","12q"
"46401","ENSG00000162923",1,"q42.12","WDR26","1q"
"46402","ENSG00000105738",19,"q13.13","SIPA1L3","19q"
"46408","ENSG00000124882",4,"q13.3","EREG","4q"
"46409","ENSG00000018869",19,"q13.43","ZNF582","19q"
"46410","ENSG00000052344",16,"p11.2","PRSS8","16p"
"46411","ENSG00000121741",13,"q12.11","ZMYM2","13q"
"46414","ENSG00000158805",16,"q24.3","ZNF276","16q"
"46416","ENSG00000175634",11,"q13.2","RPS6KB2","11q"
"46417","ENSG00000126266",19,"q13.12","FFAR1","19q"
"46418","ENSG00000106526",7,"q36.1","ACTR3C","7q"
"46420","ENSG00000150656",18,"q22.3","CNDP1","18q"
"46425","ENSG00000115268",19,"p13.3","RPS15","19p"
"46426","ENSG00000162688",1,"p21.2","AGL","1p"
"46427","ENSG00000100393",22,"q13.2","EP300","22q"
"46436","ENSG00000106331",7,"q32.1","PAX4","7q"
"46438","ENSG00000106538",7,"q36.1","RARRES2","7q"
"46439","ENSG00000183607",2,"p13.3","GKN2","2p"
"46440","ENSG00000113249",5,"q33.3","HAVCR1","5q"
"46443","ENSG00000074266",11,"q14.2","EED","11q"
"46447","ENSG00000120458",11,"q24.2","MSANTD2","11q"
"46452","ENSG00000236333",12,"q21.1","TRHDE-AS1","12q"
"46454","ENSG00000139287",12,"q21.1","TPH2","12q"
"46458","ENSG00000127399",7,"q36.1","LRRC61","7q"
"46459","ENSG00000196970",23,"q22.1","NXF4","23q"
"46460","ENSG00000122674",7,"p22.1","CCZ1","7p"
"46465","ENSG00000127578",16,"p13.3","WFIKKN1","16p"
"46471","ENSG00000197562",16,"p13.3","RAB40C","16p"
"46472","ENSG00000187741",16,"q24.3","FANCA","16q"
"46476","ENSG00000072657",12,"q21.1","TRHDE","12q"
"46480","ENSG00000105835",7,"q22.3","NAMPT","7q"
"46482","ENSG00000111785",12,"q23.3","RIC8B","12q"
"46484","ENSG00000105131",19,"p13.12","EPHX3","19p"
"46486","ENSG00000110107",11,"q12.2","PRPF19","11q"
"46488","ENSG00000111405",12,"q13.11","ENDOU","12q"
"46489","ENSG00000185842",1,"q42.12","DNAH14","1q"
"46490","ENSG00000130717",9,"q34.13","UCK1","9q"
"46492","ENSG00000124733",6,"p21.1","MEA1","6p"
"46493","ENSG00000010278",12,"p13.31","CD9","12p"
"46494","ENSG00000143442",1,"q21.3","POGZ","1q"
"46497","ENSG00000138756",4,"q21.21","BMP2K","4q"
"46506","ENSG00000100575",14,"q23.1","TIMM9","14q"
"46508","ENSG00000134690",1,"p34.3","CDCA8","1p"
"46510","ENSG00000139155",12,"p12.2","SLCO1C1","12p"
"46511","ENSG00000124702",6,"p21.1","KLHDC3","6p"
"46520","ENSG00000135436",12,"q13.12","FAM186B","12q"
"46532","ENSG00000144278",2,"q23.3","GALNT13","2q"
"46539","ENSG00000204713",6,"p22.1","TRIM27","6p"
"46540","ENSG00000167183",17,"q21.32","PRR15L","17q"
"46541","ENSG00000138813",4,"q23","C4orf17","4q"
"46543","ENSG00000163291",4,"q21.21","PAQR3","4q"
"46544","ENSG00000196860",14,"q23.1","TOMM20L","14q"
"46547","ENSG00000253719",12,"q21.1","ATXN7L3B","12q"
"46549","ENSG00000108439",17,"q21.32","PNPO","17q"
"46553","ENSG00000110844",12,"q13.12","PRPF40B","12q"
"46554","ENSG00000141867",19,"p13.12","BRD4","19p"
"46556","ENSG00000148384",9,"q34.3","INPP5E","9q"
"46558","ENSG00000130714",9,"q34.13","POMT1","9q"
"46559","ENSG00000124155",20,"q13.12","PIGT","20q"
"46560","ENSG00000179751",19,"q13.2","SYCN","19q"
"46562","ENSG00000188706",23,"q26.1","ZDHHC9","23q"
"46563","ENSG00000166006",12,"q21.1","KCNC2","12q"
"46567","ENSG00000175216",11,"p11.2","CKAP5","11p"
"46571","ENSG00000269713",1,"q21.2","NBPF9","1q"
"46577","ENSG00000197540",19,"p13.3","GZMM","19p"
"46581","ENSG00000116016",2,"p21","EPAS1","2p"
"46583","ENSG00000085365",5,"q14.1","SCAMP1","5q"
"46584","ENSG00000169605",2,"p13.3","GKN1","2p"
"46588","ENSG00000090520",3,"q27.3","DNAJB11","3q"
"46592","ENSG00000184672",8,"q21.2","RALYL","8q"
"46599","ENSG00000110841",12,"p11.23","PPFIBP1","12p"
"46601","ENSG00000155760",2,"q33.1","FZD7","2q"
"46602","ENSG00000145192",3,"q27.3","AHSG","3q"
"46604","ENSG00000130177",13,"q34","CDC16","13q"
"46606","ENSG00000105245",19,"q13.2","NUMBL","19q"
"46608","ENSG00000142669",1,"p36.11","SH3BGRL3","1p"
"46611","ENSG00000213139",3,"q27.3","CRYGS","3q"
"46614","ENSG00000169442",1,"p36.11","CD52","1p"
"46619","ENSG00000113905",3,"q27.3","HRG","3q"
"46620","ENSG00000158062",1,"p36.11","UBXN11","1p"
"46621","ENSG00000161791",12,"q13.12","FMNL3","12q"
"46624","ENSG00000125962",23,"q22.1","ARMCX5","23q"
"46625","ENSG00000085433",1,"p13.3","WDR47","1p"
"46633","ENSG00000278311",17,"q12","GGNBP2","17q"
"46634","ENSG00000164096",4,"q26","C4orf3","4q"
"46637","ENSG00000158571",23,"p11.21","PFKFB1","23p"
"46638","ENSG00000271147",23,"q22.1","ARMCX5-GPRASP2","23q"
"46641","ENSG00000110237",11,"q13.4","ARHGEF17","11q"
"46642","ENSG00000158517",7,"q11.23","NCF1","7q"
"46643","ENSG00000143815",1,"q42.12","LBR","1q"
"46644","ENSG00000136942",9,"q33.3","RPL35","9q"
"46645","ENSG00000198932",23,"q22.1","GPRASP1","23q"
"46646","ENSG00000058600",16,"p12.2","POLR3E","16p"
"46647","ENSG00000147724",8,"q24.23","FAM135B","8q"
"46655","ENSG00000158301",23,"q22.1","GPRASP2","23q"
"46656","ENSG00000137675",11,"q22.2","MMP27","11q"
"46657","ENSG00000136918",9,"q33.3","WDR38","9q"
"46658","ENSG00000132323",2,"q37.3","ILKAP","2q"
"46665","ENSG00000113889",3,"q27.3","KNG1","3q"
"46679","ENSG00000116127",2,"p13.1","ALMS1","2p"
"46680","ENSG00000165724",9,"q34.3","ZMYND19","9q"
"46683","ENSG00000127366",7,"q34","TAS2R5","7q"
"46685","ENSG00000154380",1,"q42.12","ENAH","1q"
"46696","ENSG00000136950",9,"q33.3","ARPC5L","9q"
"46700","ENSG00000155890",3,"q23","TRIM42","3q"
"46702","ENSG00000189403",13,"q12.3","HMGB1","13q"
"46705","ENSG00000120149",5,"q35.2","MSX2","5q"
"46725","ENSG00000128011",19,"q13.2","LRFN1","19q"
"46730","ENSG00000139644",12,"q13.12","TMBIM6","12q"
"46736","ENSG00000267454",19,"q13.43","ZNF582-AS1","19q"
"46739","ENSG00000186090",3,"q27.1","HTR3D","3q"
"46741","ENSG00000177879",5,"q22.3","AP3S1","5q"
"46743","ENSG00000198440",19,"q13.43","ZNF583","19q"
"46744","ENSG00000146282",6,"q15","RARS2","6q"
"46746","ENSG00000165076",7,"q34","PRSS37","7q"
"46758","ENSG00000185897",19,"q13.12","FFAR3","19q"
"46760","ENSG00000102796",13,"q14.3","DHRS12","13q"
"46767","ENSG00000249751",5,"q31.2","ECSCR","5q"
"46769","ENSG00000234498",12,"p13.1","RPL13AP20","12p"
"46778","ENSG00000113838",3,"q27.3","TBCCD1","3q"
"46787","ENSG00000013588",12,"p13.1","GPRC5A","12p"
"46790","ENSG00000170464",5,"q31.2","DNAJC18","5q"
"46792","ENSG00000178084",3,"q27.1","HTR3C","3q"
"46793","ENSG00000184845",5,"q35.2","DRD1","5q"
"46794","ENSG00000156515",10,"q22.1","HK1","10q"
"46798","ENSG00000145782",5,"q22.3","ATG12","5q"
"46804","ENSG00000128594",7,"q32.1","LRRC4","7q"
"46806","ENSG00000139668",13,"q14.3","WDFY2","13q"
"46808","ENSG00000088727",3,"p21.31","KIF9","3p"
"46816","ENSG00000145685",5,"q14.1","LHFPL2","5q"
"46817","ENSG00000197157",7,"q32.1","SND1","7q"
"46818","ENSG00000090512",3,"q27.3","FETUB","3q"
"46819","ENSG00000204252",6,"p21.32","HLA-DOA","6p"
"46824","ENSG00000143742",1,"q42.12","SRP9","1q"
"46826","ENSG00000198604",14,"q13.2","BAZ1A","14q"
"46827","ENSG00000180881",12,"q21.2","CAPS2","12q"
"46830","ENSG00000175164",9,"q34.2","ABO","9q"
"46836","ENSG00000077549",1,"p36.13","CAPZB","1p"
"46837","ENSG00000255717",11,"q12.3","SNHG1","11q"
"46839","ENSG00000139116",12,"q12","KIF21A","12q"
"46846","ENSG00000168944",5,"q23.2","CEP120","5q"
"46847","ENSG00000187908",10,"q26.13","DMBT1","10q"
"46848","ENSG00000131591",1,"p36.33","C1orf159","1p"
"46855","ENSG00000279078",7,"q32.1","SND1-IT1","7q"
"46862","ENSG00000066427",14,"q32.12","ATXN3","14q"
"46866","ENSG00000248485",1,"q23.3","PCP4L1","1q"
"46867","ENSG00000172270",19,"p13.3","BSG","19p"
"46871","ENSG00000143819",1,"q42.12","EPHX1","1q"
"46872","ENSG00000008382",19,"p13.3","MPND","19p"
"46874","ENSG00000158887",1,"q23.3","MPZ","1q"
"46878","ENSG00000160551",17,"q11.2","TAOK1","17q"
"46882","ENSG00000237440",19,"p12","ZNF737","19p"
"46886","ENSG00000231205",19,"p12","ZNF826P","19p"
"46887","ENSG00000148296",9,"q34.2","SURF6","9q"
"46901","ENSG00000157873",1,"p36.32","TNFRSF14","1p"
"46902","ENSG00000152910",16,"q23.1","CNTNAP4","16q"
"46903","ENSG00000188171",19,"p12","ZNF626","19p"
"46904","ENSG00000135622",2,"p13.1","SEMA4F","2p"
"46912","ENSG00000143252",1,"q23.3","SDHC","1q"
"46919","ENSG00000110446",11,"q12.2","SLC15A3","11q"
"46929","ENSG00000203814",1,"q21.2","HIST2H2BF","1q"
"46935","ENSG00000150337",1,"q21.2","FCGR1A","1q"
"46936","ENSG00000111245",12,"q24.11","MYL2","12q"
"46937","ENSG00000196187",1,"q42.12","TMEM63A","1q"
"46940","ENSG00000086544",19,"q13.2","ITPKC","19q"
"46941","ENSG00000135164",7,"q21.12","DMTF1","7q"
"46942","ENSG00000128159",22,"q13.33","TUBGCP6","22q"
"46947","ENSG00000173401",12,"q21.2","GLIPR1L1","12q"
"46948","ENSG00000188493",19,"q13.2","C19orf54","19q"
"46949","ENSG00000110108",11,"q12.2","TMEM109","11q"
"46950","ENSG00000114648",3,"p21.31","KLHL18","3p"
"46956","ENSG00000006118",11,"q12.2","TMEM132A","11q"
"46957","ENSG00000183598",1,"q21.2","HIST2H3D","1q"
"46958","ENSG00000158747",1,"p36.13","NBL1","1p"
"46959","ENSG00000111291",12,"p13.1","GPRC5D","12p"
"46962","ENSG00000176783",5,"q35.3","RUFY1","5q"
"46971","ENSG00000226435",3,"q29","ANKRD18DP","3q"
"46972","ENSG00000077312",19,"q13.2","SNRPA","19q"
"46973","ENSG00000013583",12,"p13.1","HEBP1","12p"
"46974","ENSG00000279355",6,"q26","AGPAT4-IT1","6q"
"46975","ENSG00000026652",6,"q26","AGPAT4","6q"
"46976","ENSG00000139194",12,"p13.31","RBP5","12p"
"46978","ENSG00000111249",12,"q24.11","CUX2","12q"
"46979","ENSG00000145384",4,"q26","FABP2","4q"
"46980","ENSG00000188042",2,"q37.1","ARL4C","2q"
"46985","ENSG00000205885",12,"p13.31","C1RL-AS1","12p"
"46988","ENSG00000139178",12,"p13.31","C1RL","12p"
"46989","ENSG00000106868",9,"q32","SUSD1","9q"
"46990","ENSG00000178226",16,"p11.2","PRSS36","16p"
"46992","ENSG00000143811",1,"q42.12","PYCR2","1q"
"46993","ENSG00000172890",11,"q13.4","NADSYN1","11q"
"46994","ENSG00000197780",1,"p13.3","TAF13","1p"
"46999","ENSG00000223865",6,"p21.32","HLA-DPB1","6p"
"47000","ENSG00000215717",1,"p13.3","TMEM167B","1p"
"47002","ENSG00000169750",17,"q25.3","RAC3","17q"
"47010","ENSG00000205517",19,"p13.2","RGL3","19p"
"47016","ENSG00000143375",1,"q21.3","CGN","1q"
"47017","ENSG00000253276",7,"q22.3","CCDC71L","7q"
"47018","ENSG00000159403",12,"p13.31","C1R","12p"
"47029","ENSG00000243709",1,"q42.12","LEFTY1","1q"
"47032","ENSG00000145331",4,"q23","TRMT10A","4q"
"47034","ENSG00000198046",19,"q13.43","ZNF667","19q"
"47036","ENSG00000072210",17,"p11.2","ALDH3A2","17p"
"47038","ENSG00000174697",7,"q32.1","LEP","7q"
"47040","ENSG00000184678",1,"q21.2","HIST2H2BE","1q"
"47042","ENSG00000186038",3,"q27.1","HTR3E","3q"
"47043","ENSG00000184260",1,"q21.2","HIST2H2AC","1q"
"47044","ENSG00000111700",12,"p12.2","SLCO1B3","12p"
"47045","ENSG00000173436",1,"p36.13","MINOS1","1p"
"47048","ENSG00000143768",1,"q42.12","LEFTY2","1q"
"47050","ENSG00000178096",1,"q21.2","BOLA1","1q"
"47055","ENSG00000231389",6,"p21.32","HLA-DPA1","6p"
"47058","ENSG00000137764",15,"q23","MAP2K5","15q"
"47059","ENSG00000116030",2,"q33.1","SUMO1","2q"
"47060","ENSG00000184270",1,"q21.2","HIST2H2AB","1q"
"47068","ENSG00000108239",10,"q23.33","TBC1D12","10q"
"47069","ENSG00000183696",7,"p12.3","UPP1","7p"
"47073","ENSG00000174038",9,"p13.3","C9orf131","9p"
"47077","ENSG00000143751",1,"q42.12","SDE2","1q"
"47081","ENSG00000008405",12,"q23.3","CRY1","12q"
"47088","ENSG00000173110",1,"q23.3","HSPA6","1q"
"47089","ENSG00000258289",14,"q23.3","CHURC1","14q"
"47090","ENSG00000134538",12,"p12.1","SLCO1B1","12p"
"47091","ENSG00000138823",4,"q23","MTTP","4q"
"47092","ENSG00000166035",15,"q21.3","LIPC","15q"
"47093","ENSG00000203747",1,"q23.3","FCGR3A","1q"
"47095","ENSG00000119969",10,"q23.33","HELLS","10q"
"47096","ENSG00000223806",21,"q22.2","LINC00114","21q"
"47097","ENSG00000163041",1,"q42.12","H3F3A","1q"
"47099","ENSG00000115556",2,"q35","PLCD4","2q"
"47101","ENSG00000187266",19,"p13.2","EPOR","19p"
"47106","ENSG00000159164",1,"q21.2","SV2A","1q"
"47107","ENSG00000257365",14,"q23.3","FNTB","14q"
"47109","ENSG00000105852",7,"q21.3","PON3","7q"
"47114","ENSG00000157703",7,"q34","SVOPL","7q"
"47117","ENSG00000204936",19,"q13.31","CD177","19q"
"47122","ENSG00000197935",6,"p22.1","ZNF311","6p"
"47126","ENSG00000073417",15,"q25.3","PDE8A","15q"
"47129","ENSG00000182827",1,"q42.12","ACBD3","1q"
"47131","ENSG00000179902",1,"p13.3","C1orf194","1p"
"47134","ENSG00000205754",12,"p12.2","SLCO1B7","12p"
"47135","ENSG00000075884",2,"q22.2","ARHGAP15","2q"
"47140","ENSG00000143226",1,"q23.3","FCGR2A","1q"
"47142","ENSG00000125952",14,"q23.3","MAX","14q"
"47144","ENSG00000154889",18,"p11.21","MPPE1","18p"
"47147","ENSG00000215644",17,"q25.3","GCGR","17q"
"47148","ENSG00000185155",1,"q42.12","MIXL1","1q"
"47149","ENSG00000154134",11,"q24.2","ROBO3","11q"
"47151","ENSG00000143368",1,"q21.2","SF3B4","1q"
"47153","ENSG00000128918",15,"q21.3","ALDH1A2","15q"
"47155","ENSG00000081087",6,"q21","OSTM1","6q"
"47157","ENSG00000116299",1,"p13.3","KIAA1324","1p"
"47161","ENSG00000106344",7,"q32.1","RBM28","7q"
"47162","ENSG00000183814",1,"q42.12","LIN9","1q"
"47164","ENSG00000157557",21,"q22.2","ETS2","21q"
"47170","ENSG00000111252",12,"q24.12","SH2B3","12q"
"47174","ENSG00000111011",12,"q24.31","RSRC2","12q"
"47175","ENSG00000162490",1,"p36.22","DRAXIN","1p"
"47178","ENSG00000151136",12,"q23.3","BTBD11","12q"
"47179","ENSG00000244682",1,"q23.3","FCGR2C","1q"
"47181","ENSG00000196275",7,"q11.23","GTF2IRD2","7q"
"47182","ENSG00000101203",20,"q13.33","COL20A1","20q"
"47186","ENSG00000130477",19,"p13.11","UNC13A","19p"
"47187","ENSG00000204842",12,"q24.12","ATXN2","12q"
"47188","ENSG00000196290",2,"q33.1","NIF3L1","2q"
"47189","ENSG00000135077",5,"q33.3","HAVCR2","5q"
"47190","ENSG00000176256",1,"p35.1","HMGB4","1p"
"47192","ENSG00000225217",1,"q23.3","HSPA7","1q"
"47196","ENSG00000119707",14,"q24.2","RBM25","14q"
"47201","ENSG00000162747",1,"q23.3","FCGR3B","1q"
"47205","ENSG00000121904",1,"p35.1","CSMD2","1p"
"47207","ENSG00000170613",5,"q33.3","FAM71B","5q"
"47210","ENSG00000164114",4,"q32.1","MAP9","4q"
"47211","ENSG00000269058",19,"p13.11","CALR3","19p"
"47213","ENSG00000113263",5,"q33.3","ITK","5q"
"47215","ENSG00000140564",15,"q26.1","FURIN","15q"
"47216","ENSG00000103569",15,"q21.3","AQP9","15q"
"47218","ENSG00000125954",14,"q23.3","CHURC1-FNTB","14q"
"47220","ENSG00000085872",19,"p13.11","CHERP","19p"
"47226","ENSG00000099822",19,"p13.3","HCN2","19p"
"47227","ENSG00000176153",14,"q23.3","GPX2","14q"
"47228","ENSG00000083123",6,"q14.1","BCKDHB","6q"
"47236","ENSG00000226979",6,"p21.33","LTA","6p"
"47237","ENSG00000139998",14,"q23.3","RAB15","14q"
"47238","ENSG00000155868",5,"q33.3","MED7","5q"
